city_ascii,city,country
Basseterre,Basseterre,Saint Kitts and Nevis
Torshavn,Torshavn,Faroe Islands
Road Town,Road Town,British Virgin Islands
Pago Pago,Pago Pago,American Samoa
Grand Turk,Grand Turk,Turks and Caicos Islands
Marigot,Marigot,Saint Martin
Palikir,Palikir,Federated States of Micronesia
Funafuti,Funafuti,Tuvalu
Vaduz,Vaduz,Liechtenstein
Lobamba,Lobamba,Swaziland
Avarua,Avarua,Cook Islands
Saint George's,Saint George's,Grenada
San Marino,San Marino,San Marino
Tifariti,Tifariti,Morocco
Philipsburg,Philipsburg,Sint Maarten
Capitol Hill,Capitol Hill,Northern Mariana Islands
Stanley,Stanley,Falkland Islands (Islas Malvinas)
Hamilton,Hamilton,Bermuda
Vatican City,Vatican City,Vatican City
Alofi,Alofi,Niue
Basse-Terre,Basse-Terre,Guadeloupe
Hagta,Hagta,Guam
Jamestown,Jamestown,"Saint Helena, Ascension, and Tristan da Cunha"
Brades,Brades,Montserrat
Yaren,Yaren,Nauru
Gustavia,Gustavia,Saint Barthelemy
Ngerulmud,Ngerulmud,Palau
Saint-Pierre,Saint-Pierre,Saint Pierre and Miquelon
The Valley,The Valley,Anguilla
Mata-Utu,Mata-Utu,Wallis and Futuna
Kingston,Kingston,Norfolk Island
Longyearbyen,Longyearbyen,Svalbard
Adamstown,Adamstown,Pitcairn Islands
Flying Fish Cove,Flying Fish Cove,Christmas Island
King Edward Point,King Edward Point,South Georgia And South Sandwich Islands
Bareilly,Bareilly,India
Quang Ha,Quang Ha,Vietnam
Domaa-Ahenkro,Domaa-Ahenkro,Ghana
Oklahoma City,Oklahoma City,United States
Xingcheng,Xingcheng,China
Dongtai,Dongtai,China
Yingcheng,Yingcheng,China
Chiba,Chiba,Japan
Al Mijlad,Al Mijlad,Sudan
Pekanbaru,Pekanbaru,Indonesia
Luocheng,Luocheng,China
Dnipro,Dnipro,Ukraine
Danyang,Danyang,China
Gode,Gode,Ethiopia
Natal,Natal,Brazil
Nada,Nada,China
Zamboanga City,Zamboanga City,Philippines
Kirkuk,Kirkuk,Iraq
Bridgeport,Bridgeport,United States
Naples,Naples,Italy
Wuchuan,Wuchuan,China
Huilong,Huilong,China
Morelia,Morelia,Mexico
Malaga,Malaga,Spain
Cebu City,Cebu City,Philippines
Al Mansurah,Al Mansurah,Egypt
Coimbatore,Coimbatore,India
Santo Domingo Este,Santo Domingo Este,Dominican Republic
Setagaya,Setagaya,Japan
Songnam,Songnam,South Korea
Taishan,Taishan,China
Teresina,Teresina,Brazil
Solapur,Solapur,India
Tangier,Tangier,Morocco
Kermanshah,Kermanshah,Iran
Krasnodar,Krasnodar,Russia
Baidoa,Baidoa,Somalia
Gaalkacyo,Gaalkacyo,Somalia
Anqiu,Anqiu,China
Feicheng,Feicheng,China
Seberang Jaya,Seberang Jaya,Malaysia
El Alto,El Alto,Bolivia
Kitakyushu,Kitakyushu,Japan
Meishan,Meishan,China
Khartoum North,Khartoum North,Sudan
Kisangani,Kisangani,Congo (Kinshasa)
Aguascalientes,Aguascalientes,Mexico
Marrakech,Marrakech,Morocco
Donetsk,Donetsk,Ukraine
Trujillo,Trujillo,Peru
New Orleans,New Orleans,United States
Taihe,Taihe,China
Trichinopoly,Trichinopoly,India
Xin'an,Xin'an,China
Taihecun,Taihecun,China
Kashgar,Kashgar,China
Naucalpan de Juarez,Naucalpan de Juarez,Mexico
Cankaya,Cankaya,Turkey
Santiago de Cuba,Santiago de Cuba,Cuba
Owerri,Owerri,Nigeria
Padang,Padang,Indonesia
Qingzhou,Qingzhou,China
Lichuan,Lichuan,China
Santiago del Estero,Santiago del Estero,Argentina
Daye,Daye,China
Hengzhou,Hengzhou,China
Fort Worth,Fort Worth,United States
Hartford,Hartford,United States
Esenyurt,Esenyurt,Turkey
Campo Grande,Campo Grande,Brazil
Zhuanghe,Zhuanghe,China
Bobo-Dioulasso,Bobo-Dioulasso,Burkina Faso
Ad Dammam,Ad Dammam,Saudi Arabia
Quzhou,Quzhou,China
Lhasa,Lhasa,China
Jiaozhou,Jiaozhou,China
Bunia,Bunia,Congo (Kinshasa)
Taguig City,Taguig City,Philippines
Cancun,Cancun,Mexico
Merida,Merida,Mexico
Yangchun,Yangchun,China
Dengtalu,Dengtalu,China
Moradabad,Moradabad,India
Antipolo,Antipolo,Philippines
Abeokuta,Abeokuta,Nigeria
Bucheon,Bucheon,South Korea
Zhoushan,Zhoushan,China
Tiruppur,Tiruppur,India
Natal,Natal,Brazil
Chihuahua,Chihuahua,Mexico
Klang,Klang,Malaysia
As Sulaymaniyah,As Sulaymaniyah,Iraq
Gurgaon,Gurgaon,India
Turin,Turin,Italy
Tucson,Tucson,United States
Hai'an,Hai'an,China
Ar Ramadi,Ar Ramadi,Iraq
Laiyang,Laiyang,China
Sale,Sale,Morocco
Jalandhar,Jalandhar,India
Marseille,Marseille,France
Bucaramanga,Bucaramanga,Colombia
Kaifeng Chengguanzhen,Kaifeng Chengguanzhen,China
Ikeja,Ikeja,Nigeria
Eskisehir,Eskisehir,Turkey
Saltillo,Saltillo,Mexico
Gaomi,Gaomi,China
Liverpool,Liverpool,United Kingdom
Ipoh,Ipoh,Malaysia
Oran,Oran,Algeria
Portsmouth,Portsmouth,United Kingdom
Southampton,Southampton,United Kingdom
Hermosillo,Hermosillo,Mexico
Cochabamba,Cochabamba,Bolivia
Weichanglu,Weichanglu,China
Shache,Shache,China
Wuxi,Wuxi,China
Leping,Leping,China
Hailun,Hailun,China
Macheng,Macheng,China
Akure,Akure,Nigeria
Ilorin,Ilorin,Nigeria
Yuci,Yuci,China
Saratov,Saratov,Russia
Erbil,Erbil,Iraq
Iguacu,Iguacu,Brazil
Pasig City,Pasig City,Philippines
Dehui,Dehui,China
Kalkaji Devi,Kalkaji Devi,India
Bhubaneshwar,Bhubaneshwar,India
Honolulu,Honolulu,United States
Tongchuan,Tongchuan,China
Cheongju,Cheongju,South Korea
Chengxiang,Chengxiang,China
Thessaloniki,Thessaloniki,Greece
Warri,Warri,Nigeria
Sakai,Sakai,Japan
Pointe-Noire,Pointe-Noire,Congo (Brazzaville)
Rongjiawan,Rongjiawan,China
Mediouna,Mediouna,Morocco
Butterworth,Butterworth,Malaysia
Renqiu,Renqiu,China
Xindi,Xindi,China
Bhayandar,Bhayandar,India
Wu'an,Wu'an,China
Sao Bernardo do Campo,Sao Bernardo do Campo,Brazil
Mandvi,Mandvi,India
Barinas,Barinas,Venezuela
Zijinglu,Zijinglu,China
Gaoyou,Gaoyou,China
Culiacan,Culiacan,Mexico
Hejian,Hejian,China
Yiyang,Yiyang,China
Puxi,Puxi,China
Androtsy,Androtsy,Madagascar
McAllen,McAllen,United States
Qingping,Qingping,China
Omaha,Omaha,United States
Joao Pessoa,Joao Pessoa,Brazil
Dongyang,Dongyang,China
Queretaro,Queretaro,Mexico
Krakow,Krakow,Poland
George Town,George Town,Malaysia
Abaete,Abaete,Brazil
Palermo,Palermo,Colombia
Valencia,Valencia,Spain
Xigaze,Xigaze,China
El Paso,El Paso,United States
Seyhan,Seyhan,Turkey
Niigata,Niigata,Japan
Hempstead,Hempstead,United States
Leeds,Leeds,United Kingdom
Hamamatsu,Hamamatsu,Japan
Bagcilar,Bagcilar,Turkey
Xiangxiang,Xiangxiang,China
Bilbao,Bilbao,Spain
Chaohucun,Chaohucun,China
Fuyang,Fuyang,China
Homs,Homs,Syria
Kucukcekmece,Kucukcekmece,Turkey
Lubango,Lubango,Angola
Zouping,Zouping,China
Khujand,Khujand,Tajikistan
San Luis Potosi,San Luis Potosi,Mexico
Nottingham,Nottingham,United Kingdom
Cencheng,Cencheng,China
Dali,Dali,China
Hamhung,Hamhung,North Korea
Korla,Korla,China
Rajshahi,Rajshahi,Bangladesh
Erzurum,Erzurum,Turkey
Frankfurt,Frankfurt,Germany
Al `Ayn,Al `Ayn,United Arab Emirates
Songzi,Songzi,China
Albuquerque,Albuquerque,United States
Patiala,Patiala,India
Laixi,Laixi,China
Bahawalpur,Bahawalpur,Pakistan
Zhongba,Zhongba,China
Kaduna,Kaduna,Nigeria
Qingnian,Qingnian,China
San Pedro Sula,San Pedro Sula,Honduras
Qamdo,Qamdo,China
Xinhualu,Xinhualu,China
Nerima,Nerima,Japan
Guangshui,Guangshui,China
Pietermaritzburg,Pietermaritzburg,South Africa
Baardheere,Baardheere,Somalia
Tlajomulco de Zuniga,Tlajomulco de Zuniga,Mexico
Samarinda,Samarinda,Indonesia
Changhua,Changhua,Taiwan
Sizhan,Sizhan,China
Ciudad Guayana,Ciudad Guayana,Venezuela
Cucuta,Cucuta,Colombia
Dhulia,Dhulia,India
Burco,Burco,Somalia
Licheng,Licheng,China
Ota-ku,Ota-ku,Japan
Thiruvananthapuram,Thiruvananthapuram,India
Tyumen,Tyumen,Russia
Nampula,Nampula,Mozambique
Zaporizhzhia,Zaporizhzhia,Ukraine
Kyaukse,Kyaukse,Myanmar
Chengguan,Chengguan,China
Kumamoto,Kumamoto,Japan
Nehe,Nehe,China
Osogbo,Osogbo,Nigeria
Cabinda,Cabinda,Angola
Kerman,Kerman,Iran
Zunhua,Zunhua,China
Rochester,Rochester,United States
Valenzuela,Valenzuela,Philippines
Orumiyeh,Orumiyeh,Iran
Wugang,Wugang,China
Shuangqiao,Shuangqiao,China
Tshikapa,Tshikapa,Congo (Kinshasa)
Sao Jose dos Campos,Sao Jose dos Campos,Brazil
Comodoro Rivadavia,Comodoro Rivadavia,Argentina
Cagayan de Oro,Cagayan de Oro,Philippines
Tondo,Tondo,Philippines
Langzhong,Langzhong,China
Qian'an,Qian'an,China
Lviv,Lviv,Ukraine
Sarasota,Sarasota,United States
Reynosa,Reynosa,Mexico
Santo Andre,Santo Andre,Brazil
An Najaf,An Najaf,Iraq
Sagamihara,Sagamihara,Japan
Guli,Guli,China
Mississauga,Mississauga,Canada
Concepcion,Concepcion,Chile
Okayama,Okayama,Japan
Anlu,Anlu,China
Mwanza,Mwanza,Tanzania
Fresno,Fresno,United States
Changsha,Changsha,China
Torreon,Torreon,Mexico
Shihezi,Shihezi,China
Enugu,Enugu,Nigeria
Jaboatao,Jaboatao,Brazil
Tulsa,Tulsa,United States
Yanggok,Yanggok,South Korea
Yatou,Yatou,China
Edogawa,Edogawa,Japan
Allentown,Allentown,United States
Ribeirao Preto,Ribeirao Preto,Brazil
Xichang,Xichang,China
Latakia,Latakia,Syria
Bhiwandi,Bhiwandi,India
City of Paranaque,City of Paranaque,Philippines
Dasmarinas,Dasmarinas,Philippines
Dayton,Dayton,United States
Saharanpur,Saharanpur,India
Warangal,Warangal,India
Soledad,Soledad,Colombia
Osasco,Osasco,Brazil
Dashiqiao,Dashiqiao,China
Birmingham,Birmingham,United States
Nampo,Nampo,North Korea
Shiliguri,Shiliguri,India
Banjarmasin,Banjarmasin,Indonesia
Sha Tin,Sha Tin,Hong Kong
Salem,Salem,India
General Santos,General Santos,Philippines
Cocody,Cocody,C̫te d'Ivoire
Hamah,Hamah,Syria
Pendik,Pendik,Turkey
Bacoor,Bacoor,Philippines
Vellore,Vellore,India
Shishi,Shishi,China
Guadalupe,Guadalupe,Mexico
Adachi,Adachi,Japan
Qianxi,Qianxi,China
Tolyatti,Tolyatti,Russia
Macau,Macau,Macau
Bauchi,Bauchi,Nigeria
Hamilton,Hamilton,Canada
Lodz,Lodz,Poland
Miluo Chengguanzhen,Miluo Chengguanzhen,China
Gaizhou,Gaizhou,China
Karbala',Karbala',Iraq
Leling,Leling,China
Jianshe,Jianshe,China
Shizuoka,Shizuoka,Japan
Charleston,Charleston,United States
Jingcheng,Jingcheng,China
Kochi,Kochi,India
Mar del Plata,Mar del Plata,Argentina
Cape Coral,Cape Coral,United States
Tasikmalaya,Tasikmalaya,Indonesia
Rasht,Rasht,Iran
Xinmin,Xinmin,China
Shanhu,Shanhu,China
Zhongshu,Zhongshu,China
Gorakhpur,Gorakhpur,India
Zaragoza,Zaragoza,Spain
Wroclaw,Wroclaw,Poland
Acapulco de Juarez,Acapulco de Juarez,Mexico
Bahar,Bahar,Iran
Kumul,Kumul,China
Murcia,Murcia,Spain
Pinghu,Pinghu,China
Palermo,Palermo,Italy
Guankou,Guankou,China
Tlaquepaque,Tlaquepaque,Mexico
Songyang,Songyang,China
Ch'ongjin,Ch'ongjin,North Korea
Puyang Chengguanzhen,Puyang Chengguanzhen,China
Qionghu,Qionghu,China
Zhaodong,Zhaodong,China
Narela,Narela,India
Huambo,Huambo,Angola
Wenchang,Wenchang,China
Villavicencio,Villavicencio,Colombia
Shulan,Shulan,China
Tlalnepantla,Tlalnepantla,Mexico
Catia La Mar,Catia La Mar,Venezuela
Sargodha,Sargodha,Pakistan
Al Hufuf,Al Hufuf,Saudi Arabia
Durango,Durango,Mexico
Jalingo,Jalingo,Nigeria
Bouake,Bouake,C̫te d'Ivoire
Mazatlan,Mazatlan,Mexico
San Jose del Monte,San Jose del Monte,Philippines
Ansan,Ansan,South Korea
Abomey-Calavi,Abomey-Calavi,Benin
Lingbao Chengguanzhen,Lingbao Chengguanzhen,China
Hwasu-dong,Hwasu-dong,South Korea
Sialkot City,Sialkot City,Pakistan
Hue,Hue,Vietnam
Bulawayo,Bulawayo,Zimbabwe
Xiping,Xiping,China
Sanhe,Sanhe,China
Ch'onan,Ch'onan,South Korea
Contagem,Contagem,Brazil
Jieshou,Jieshou,China
Selcuklu,Selcuklu,Turkey
Erer Sata,Erer Sata,Ethiopia
Honcho,Honcho,Japan
Dusseldorf,Dusseldorf,Germany
Izhevsk,Izhevsk,Russia
Guntur,Guntur,India
Guixi,Guixi,China
Sorocaba,Sorocaba,Brazil
Yildirim,Yildirim,Turkey
Petaling Jaya,Petaling Jaya,Malaysia
Tengyue,Tengyue,China
Wuxue,Wuxue,China
Rasulpur,Rasulpur,India
Bhavnagar,Bhavnagar,India
Brahmapur,Brahmapur,India
Qufu,Qufu,China
Gaobeidian,Gaobeidian,China
Ruiming,Ruiming,China
Columbia,Columbia,United States
Concord,Concord,United States
Noida,Noida,India
Gold Coast,Gold Coast,Australia
Xinshi,Xinshi,China
Ta`izz,Ta`izz,Yemen
Aracaju,Aracaju,Brazil
Jeonju,Jeonju,South Korea
Bhangar,Bhangar,India
Jin'e,Jin'e,China
Barnaul,Barnaul,Russia
Makati City,Makati City,Philippines
Rotterdam,Rotterdam,Netherlands
Changping,Changping,China
Benghazi,Benghazi,Libya
Kryvyi Rih,Kryvyi Rih,Ukraine
Halwan,Halwan,Egypt
Colorado Springs,Colorado Springs,United States
Suohe,Suohe,China
Chimalhuacan,Chimalhuacan,Mexico
Xinxing,Xinxing,China
Bhilai,Bhilai,India
Mangalore,Mangalore,India
Port-Bouet,Port-Bouet,C̫te d'Ivoire
Zhuangyuan,Zhuangyuan,China
Glasgow,Glasgow,United Kingdom
Namangan,Namangan,Uzbekistan
Ulyanovsk,Ulyanovsk,Russia
Tan An,Tan An,Vietnam
Irkutsk,Irkutsk,Russia
Bhilai,Bhilai,India
Nagercoil,Nagercoil,India
Jos,Jos,Nigeria
Pontianak,Pontianak,Indonesia
Bazhou,Bazhou,China
Turpan,Turpan,China
Villa Nueva,Villa Nueva,Guatemala
Las Pinas City,Las Pinas City,Philippines
Springfield,Springfield,United States
Knoxville,Knoxville,United States
Meihekou,Meihekou,China
Jurong,Jurong,China
Feira de Santana,Feira de Santana,Brazil
Khabarovsk,Khabarovsk,Russia
Zhugang,Zhugang,China
Leipzig,Leipzig,Germany
Xinji,Xinji,China
Serang,Serang,Indonesia
Jambi,Jambi,Indonesia
Kandahar,Kandahar,Afghanistan
San Miguel de Tucuman,San Miguel de Tucuman,Argentina
Gothenburg,Gothenburg,Sweden
Yaroslavl,Yaroslavl,Russia
Baton Rouge,Baton Rouge,United States
Zhangshu,Zhangshu,China
Vladivostok,Vladivostok,Russia
Ogden,Ogden,United States
Kuantan,Kuantan,Malaysia
Raurkela,Raurkela,India
Cuttack,Cuttack,India
Ar Rayyan,Ar Rayyan,Qatar
Haifa,Haifa,Israel
Malanje,Malanje,Angola
Bacolod,Bacolod,Philippines
Zhuozhou,Zhuozhou,China
Grand Rapids,Grand Rapids,United States
Uberlandia,Uberlandia,Brazil
Albany,Albany,United States
Tianchang,Tianchang,China
Kawaguchi,Kawaguchi,Japan
Itabashi,Itabashi,Japan
Suginami-ku,Suginami-ku,Japan
Cimahi,Cimahi,Indonesia
Tuxtla,Tuxtla,Mexico
Garoua,Garoua,Cameroon
Hafr al Batin,Hafr al Batin,Saudi Arabia
Tumkur,Tumkur,India
Balikpapan,Balikpapan,Indonesia
Durban,Durban,South Africa
Kagoshima,Kagoshima,Japan
Al Hillah,Al Hillah,Saudi Arabia
Makhachkala,Makhachkala,Russia
Sihui,Sihui,China
Irapuato,Irapuato,Mexico
Brampton,Brampton,Canada
Luocheng,Luocheng,China
Mbale,Mbale,Uganda
Pereira,Pereira,Colombia
Bakersfield,Bakersfield,United States
Uvira,Uvira,Congo (Kinshasa)
Dortmund,Dortmund,Germany
Chuxiong,Chuxiong,China
Mission Viejo,Mission Viejo,United States
Zahedan,Zahedan,Iran
New Haven,New Haven,United States
Shah Alam,Shah Alam,Malaysia
Wenlan,Wenlan,China
Cuiaba,Cuiaba,Brazil
Shangzhi,Shangzhi,China
Essen,Essen,Germany
Botou,Botou,China
Mymensingh,Mymensingh,Bangladesh
Anyang,Anyang,South Korea
Genoa,Genoa,Italy
Durgapur,Durgapur,India
Port Sudan,Port Sudan,Sudan
Al Mafraq,Al Mafraq,Jordan
Puente Alto,Puente Alto,Chile
Dehra Dun,Dehra Dun,India
At Ta'if,At Ta'if,Saudi Arabia
Wancheng,Wancheng,China
Hachioji,Hachioji,Japan
Xiulin,Xiulin,China
Fu'an,Fu'an,China
Tomsk,Tomsk,Russia
Tonala,Tonala,Mexico
Juiz de Fora,Juiz de Fora,Brazil
Worcester,Worcester,United States
Kolwezi,Kolwezi,Congo (Kinshasa)
Chapra,Chapra,India
Bristol,Bristol,United Kingdom
Luofeng,Luofeng,China
Lingyuan,Lingyuan,China
Irbid,Irbid,Jordan
Al Mahallah al Kubra,Al Mahallah al Kubra,Egypt
Wencheng,Wencheng,China
Bremen,Bremen,Germany
Ciudad Bolivar,Ciudad Bolivar,Venezuela
Orenburg,Orenburg,Russia
Shenzhou,Shenzhou,China
Asansol,Asansol,India
Kuiju,Kuiju,China
Zhenzhou,Zhenzhou,China
Surakarta,Surakarta,Indonesia
Dresden,Dresden,Germany
Kolhapur,Kolhapur,India
Benguela,Benguela,Angola
Ensenada,Ensenada,Mexico
Kemerovo,Kemerovo,Russia
Lanxi,Lanxi,China
Dangyang,Dangyang,China
Faridpur,Faridpur,Bangladesh
Herat,Herat,Afghanistan
Luanzhou,Luanzhou,China
Hamadan,Hamadan,Iran
Novokuznetsk,Novokuznetsk,Russia
Nellore,Nellore,India
Palma,Palma,Spain
Chiclayo,Chiclayo,Peru
Nanded,Nanded,India
Ajmer,Ajmer,India
Al Hudaydah,Al Hudaydah,Yemen
Kimhae,Kimhae,South Korea
Provo,Provo,United States
Rustenburg,Rustenburg,South Africa
Amravati,Amravati,India
Poznan,Poznan,Poland
Huanghua,Huanghua,China
Muntinlupa City,Muntinlupa City,Philippines
Londrina,Londrina,Brazil
Nansana,Nansana,Uganda
Tabuk,Tabuk,Saudi Arabia
Heroica Matamoros,Heroica Matamoros,Mexico
Akron,Akron,United States
Samarkand,Samarkand,Uzbekistan
Xingcheng,Xingcheng,China
Kaiyuan,Kaiyuan,China
Hannover,Hannover,Germany
Valledupar,Valledupar,Colombia
Fengcheng,Fengcheng,China
Ixtapaluca,Ixtapaluca,Mexico
Ghulja,Ghulja,China
City of Calamba,City of Calamba,Philippines
Ananindeua,Ananindeua,Brazil
Xiangyang,Xiangyang,China
Fuding,Fuding,China
An Nasiriyah,An Nasiriyah,Iraq
Al Hillah,Al Hillah,Iraq
Ibague,Ibague,Colombia
Ryazan,Ryazan,Russia
Kassala,Kassala,Sudan
Tripoli,Tripoli,Lebanon
Chang'an,Chang'an,China
Koto-ku,Koto-ku,Japan
Naberezhnyye Chelny,Naberezhnyye Chelny,Russia
Aksu,Aksu,China
Salta,Salta,Argentina
Astrakhan,Astrakhan,Russia
Gulbarga,Gulbarga,India
Cadaado,Cadaado,Somalia
Lyon,Lyon,France
Wuhai,Wuhai,China
Mingguang,Mingguang,China
Antwerp,Antwerp,Belgium
Yazd,Yazd,Iran
Touba,Touba,Senegal
Ardabil,Ardabil,Iran
Bikaner,Bikaner,India
Agartala,Agartala,India
Ndola,Ndola,Zambia
Himeji,Himeji,Japan
Palm Bay,Palm Bay,United States
Tultitlan de Mariano Escobedo,Tultitlan de Mariano Escobedo,Mexico
Ailan Mubage,Ailan Mubage,China
Bandar `Abbas,Bandar `Abbas,Iran
Bac Ninh,Bac Ninh,Vietnam
Ciudad Apodaca,Ciudad Apodaca,Mexico
Santa Teresa del Tuy,Santa Teresa del Tuy,Venezuela
Maipu,Maipu,Chile
Penza,Penza,Russia
Soacha,Soacha,Colombia
Al Qatif,Al Qatif,Saudi Arabia
Port Said,Port Said,Egypt
Loni,Loni,India
Yucheng,Yucheng,China
Sevastopol,Sevastopol,Ukraine
Meknes,Meknes,Morocco
Mixco,Mixco,Guatemala
Arak,Arak,Iran
Pohang,Pohang,South Korea
Longzhou,Longzhou,China
Anda,Anda,China
Jinghong,Jinghong,China
Sheffield,Sheffield,United Kingdom
Utsunomiya,Utsunomiya,Japan
Suez,Suez,Egypt
Nuremberg,Nuremberg,Germany
Surrey,Surrey,Canada
Heshan,Heshan,China
Ujjain,Ujjain,India
Jiaji,Jiaji,China
Santa Marta,Santa Marta,Colombia
Joinvile,Joinvile,Brazil
Beining,Beining,China
Des Moines,Des Moines,United States
Hai Duong,Hai Duong,Vietnam
Carrefour,Carrefour,Haiti
Maturin,Maturin,Venezuela
Homyel',Homyel',Belarus
Leicester,Leicester,United Kingdom
Yanji,Yanji,China
Macapa,Macapa,Brazil
Yicheng,Yicheng,China
Ulhasnagar,Ulhasnagar,India
Al `Ashir min Ramadan,Al `Ashir min Ramadan,Egypt
Lipetsk,Lipetsk,Russia
Al `Amarah,Al `Amarah,Iraq
Bhilwara,Bhilwara,India
Encheng,Encheng,China
Murrieta,Murrieta,United States
Aden,Aden,Yemen
Kitwe,Kitwe,Zambia
Matsuyama,Matsuyama,Japan
Jhansi,Jhansi,India
Pingtung,Pingtung,Taiwan
Lapu-Lapu City,Lapu-Lapu City,Philippines
Matsudo,Matsudo,Japan
Monteria,Monteria,Colombia
Ichikawa,Ichikawa,Japan
Nagqu,Nagqu,China
Imus,Imus,Philippines
Hsinchu,Hsinchu,Taiwan
Kimberley,Kimberley,South Africa
Jammu,Jammu,India
Belas,Belas,Angola
Talatona,Talatona,Angola
Ile-Ife,Ile-Ife,Nigeria
Purnea,Purnea,India
Kirov,Kirov,Russia
Mykolaiv,Mykolaiv,Ukraine
Meicheng,Meicheng,China
Tinnevelly,Tinnevelly,India
Niteroi,Niteroi,Brazil
Farah,Farah,Afghanistan
Sukkur,Sukkur,Pakistan
Oujda-Angad,Oujda-Angad,Morocco
Taozhou,Taozhou,China
Marka,Marka,Somalia
Higashi-osaka,Higashi-osaka,Japan
Johor Bahru,Johor Bahru,Malaysia
Hongjiang,Hongjiang,China
Bello,Bello,Colombia
Chimbote,Chimbote,Peru
Duisburg,Duisburg,Germany
Qaraghandy,Qaraghandy,Kazakhstan
Mesa,Mesa,United States
Toulouse,Toulouse,France
Likasi,Likasi,Congo (Kinshasa)
Dengtacun,Dengtacun,China
Lembok,Lembok,Indonesia
Zhijiang,Zhijiang,China
Chengjiao,Chengjiao,China
Beipiao,Beipiao,China
Suoluntun,Suoluntun,China
Staten Island,Staten Island,United States
Kota Bharu,Kota Bharu,Malaysia
Ciudad Lopez Mateos,Ciudad Lopez Mateos,Mexico
Celaya,Celaya,Mexico
Vinh,Vinh,Vietnam
Duyun,Duyun,China
Los Mochis,Los Mochis,Mexico
`Ajman,`Ajman,United Arab Emirates
Nyala,Nyala,Sudan
Larkana,Larkana,Pakistan
Wichita,Wichita,United States
Nishinomiya-hama,Nishinomiya-hama,Japan
Cheboksary,Cheboksary,Russia
Yuanping,Yuanping,China
Toledo,Toledo,United States
Yueqing,Yueqing,China
Edinburgh,Edinburgh,United Kingdom
Belgaum,Belgaum,India
Tula,Tula,Russia
Gdansk,Gdansk,Poland
Shahe,Shahe,China
Serra,Serra,Brazil
Brookhaven,Brookhaven,United States
Gaoping,Gaoping,China
Dunhua,Dunhua,China
Az Zarqa',Az Zarqa',Jordan
Sylhet,Sylhet,Bangladesh
Kaihua,Kaihua,China
Caerdydd,Caerdydd,United Kingdom
Jamnagar,Jamnagar,India
Fuyuan,Fuyuan,China
Gaya,Gaya,India
Florianopolis,Florianopolis,Brazil
Chiniot,Chiniot,Pakistan
Jiannan,Jiannan,China
Oita,Oita,Japan
Berbera,Berbera,Somalia
Kaliningrad,Kaliningrad,Russia
Mbeya,Mbeya,Tanzania
Nangong,Nangong,China
Ambattur,Ambattur,India
Katlehong,Katlehong,South Africa
Kurashiki,Kurashiki,Japan
Barura,Barura,Bangladesh
San Juan,San Juan,Argentina
Vila Velha,Vila Velha,Brazil
Mazar-e Sharif,Mazar-e Sharif,Afghanistan
Shekhupura,Shekhupura,Pakistan
Worthing,Worthing,United Kingdom
Piura,Piura,Peru
Mandaluyong City,Mandaluyong City,Philippines
Kartal,Kartal,Turkey
Jiaojiangcun,Jiaojiangcun,China
Harrisburg,Harrisburg,United States
Laohekou,Laohekou,China
Kagithane,Kagithane,Turkey
Agege,Agege,Nigeria
Angeles City,Angeles City,Philippines
Sao Jose do Rio Preto,Sao Jose do Rio Preto,Brazil
Pasay City,Pasay City,Philippines
Beian,Beian,China
Fujin,Fujin,China
Salt Lake City,Salt Lake City,India
Balashikha,Balashikha,Russia
Xiaoyi,Xiaoyi,China
Port St. Lucie,Port St. Lucie,United States
Lanus,Lanus,Argentina
Qingzhen,Qingzhen,China
Jiangshan,Jiangshan,China
Ba`qubah,Ba`qubah,Iraq
Katsushika-ku,Katsushika-ku,Japan
Buraydah,Buraydah,Saudi Arabia
Longjiang,Longjiang,China
Tan Uyen,Tan Uyen,Vietnam
Long Beach,Long Beach,United States
Marikina City,Marikina City,Philippines
Manado,Manado,Indonesia
Campos,Campos,Brazil
Kanazawa,Kanazawa,Japan
Iloilo,Iloilo,Philippines
Reno,Reno,United States
Calabar,Calabar,Nigeria
Kuqa,Kuqa,China
Piraeus,Piraeus,Greece
Madison,Madison,United States
Jalgaon,Jalgaon,India
Cranbourne,Cranbourne,Australia
Kowloon City,Kowloon City,Hong Kong
Maua,Maua,Brazil
Fukuyama,Fukuyama,Japan
Xicheng,Xicheng,China
Kikwit,Kikwit,Congo (Kinshasa)
